id,date,store_nbr,item_nbr,unit_sales,onpromotion
38144506,2014-12-26,1,105575,19.0,False
38144507,2014-12-26,1,105577,1.0,False
38144508,2014-12-26,1,106716,2.0,False
38144509,2014-12-26,1,108634,1.0,False
38144510,2014-12-26,1,108696,2.0,True
38144511,2014-12-26,1,108698,2.0,True
38144512,2014-12-26,1,108701,2.0,True
38144513,2014-12-26,1,108786,1.0,False
38144514,2014-12-26,1,108797,2.0,False
38144515,2014-12-26,1,108831,10.206,True
38144516,2014-12-26,1,108862,12.0,False
38144517,2014-12-26,1,108952,4.0,False
38144518,2014-12-26,1,111223,8.0,False
38144519,2014-12-26,1,111397,7.0,False
38144520,2014-12-26,1,114790,3.0,False
38144521,2014-12-26,1,114800,6.0,False
38144522,2014-12-26,1,115267,1.0,False
38144523,2014-12-26,1,115611,59.0,False
38144524,2014-12-26,1,115720,2.0,False
38144525,2014-12-26,1,115850,2.0,False
38144526,2014-12-26,1,115891,1.0,False
38144527,2014-12-26,1,115892,2.0,False
38144528,2014-12-26,1,115893,8.0,False
38144529,2014-12-26,1,115894,4.0,False
38144530,2014-12-26,1,116279,2.0,False
38144531,2014-12-26,1,116311,2.0,False
38144532,2014-12-26,1,119024,4.0,False
38144533,2014-12-26,1,119026,10.0,False
38144534,2014-12-26,1,119141,1.0,False
38144535,2014-12-26,1,119191,4.0,False
38144536,2014-12-26,1,119624,1.0,False
38144537,2014-12-26,1,121964,1.0,False
38144538,2014-12-26,1,122419,1.0,False
38144539,2014-12-26,1,122425,1.0,False
38144540,2014-12-26,1,123347,1.0,False
38144541,2014-12-26,1,123601,2.0,False
38144542,2014-12-26,1,125430,4.0,False
38144543,2014-12-26,1,127534,4.0,False
38144544,2014-12-26,1,127547,7.0,True
38144545,2014-12-26,1,129296,1.0,False
38144546,2014-12-26,1,129297,9.0,False
38144547,2014-12-26,1,129635,10.0,False
38144548,2014-12-26,1,129758,4.0,False
38144549,2014-12-26,1,153078,2.0,False
38144550,2014-12-26,1,153267,7.0,False
38144551,2014-12-26,1,153395,1.0,False
38144552,2014-12-26,1,153398,3.0,False
38144553,2014-12-26,1,155600,2.0,False
38144554,2014-12-26,1,155610,4.0,False
38144555,2014-12-26,1,155621,3.0,False
38144556,2014-12-26,1,155625,1.0,False
38144557,2014-12-26,1,158680,2.0,True
38144558,2014-12-26,1,158788,2.0,False
38144559,2014-12-26,1,158789,1.0,False
38144560,2014-12-26,1,158875,2.0,False
38144561,2014-12-26,1,158956,1.0,False
38144562,2014-12-26,1,159156,30.984,True
38144563,2014-12-26,1,159242,1.0,False
38144564,2014-12-26,1,162066,1.0,False
38144565,2014-12-26,1,164036,3.0,False
38144566,2014-12-26,1,164037,2.0,False
38144567,2014-12-26,1,165550,1.0,False
38144568,2014-12-26,1,165553,5.0,False
38144569,2014-12-26,1,165594,13.0,False
38144570,2014-12-26,1,165693,2.0,False
38144571,2014-12-26,1,165704,10.0,False
38144572,2014-12-26,1,165705,4.0,True
38144573,2014-12-26,1,165718,1.0,False
38144574,2014-12-26,1,165727,3.0,False
38144575,2014-12-26,1,165988,8.0,False
38144576,2014-12-26,1,167437,5.0,False
38144577,2014-12-26,1,168927,12.0,False
38144578,2014-12-26,1,168930,9.0,False
38144579,2014-12-26,1,168989,4.0,False
38144580,2014-12-26,1,169028,2.0,False
38144581,2014-12-26,1,169104,2.0,False
38144582,2014-12-26,1,170791,7.0,False
38144583,2014-12-26,1,171890,1.0,False
38144584,2014-12-26,1,172343,2.0,False
38144585,2014-12-26,1,173111,1.0,False
38144586,2014-12-26,1,174081,7.0,False
38144587,2014-12-26,1,177395,4.0,False
38144588,2014-12-26,1,179274,10.0,False
38144589,2014-12-26,1,179615,2.0,False
38144590,2014-12-26,1,205387,5.0,False
38144591,2014-12-26,1,205486,1.0,False
38144592,2014-12-26,1,205557,3.0,False
38144593,2014-12-26,1,207857,1.0,False
38144594,2014-12-26,1,208384,20.0,True
38144595,2014-12-26,1,208426,4.0,True
38144596,2014-12-26,1,208539,4.4239999999999995,True
38144597,2014-12-26,1,208659,1.0,False
38144598,2014-12-26,1,208699,3.0,False
38144599,2014-12-26,1,209085,1.0,False
38144600,2014-12-26,1,210798,2.0,False
38144601,2014-12-26,1,211203,4.0,False
38144602,2014-12-26,1,211999,4.0,False
38144603,2014-12-26,1,212550,1.0,False
38144604,2014-12-26,1,213066,11.0,False
38144605,2014-12-26,1,213652,63.0,False
38144606,2014-12-26,1,213653,2.0,False
38144607,2014-12-26,1,213788,2.0,False
38144608,2014-12-26,1,214381,4.0,False
38144609,2014-12-26,1,214860,6.0,False
38144610,2014-12-26,1,214862,8.0,False
38144611,2014-12-26,1,215304,1.0,False
38144612,2014-12-26,1,215331,6.0,False
38144613,2014-12-26,1,215332,2.0,False
38144614,2014-12-26,1,215352,2.0,False
38144615,2014-12-26,1,215356,4.0,False
38144616,2014-12-26,1,215370,3.0,False
38144617,2014-12-26,1,215468,1.0,False
38144618,2014-12-26,1,215896,9.0,False
38144619,2014-12-26,1,217827,4.0,False
38144620,2014-12-26,1,219147,3.0,False
38144621,2014-12-26,1,219150,22.0,False
38144622,2014-12-26,1,219152,5.0,False
38144623,2014-12-26,1,220435,18.0,False
38144624,2014-12-26,1,220613,5.0,True
38144625,2014-12-26,1,221506,1.0,False
38144626,2014-12-26,1,222879,5.0,False
38144627,2014-12-26,1,222975,1.0,False
38144628,2014-12-26,1,223068,1.0,False
38144629,2014-12-26,1,223136,4.0,False
38144630,2014-12-26,1,223434,1.0,False
38144631,2014-12-26,1,223463,3.0,False
38144632,2014-12-26,1,224081,4.0,False
38144633,2014-12-26,1,227111,4.0,True
38144634,2014-12-26,1,229368,4.0,False
38144635,2014-12-26,1,246052,1.0,False
38144636,2014-12-26,1,252970,2.0,False
38144637,2014-12-26,1,252972,4.0,False
38144638,2014-12-26,1,253145,1.0,False
38144639,2014-12-26,1,257847,8.0,False
38144640,2014-12-26,1,257848,10.0,False
38144641,2014-12-26,1,258268,4.0,True
38144642,2014-12-26,1,258396,15.0,False
38144643,2014-12-26,1,258411,4.0,False
38144644,2014-12-26,1,260893,1.0,False
38144645,2014-12-26,1,261052,8.0,False
38144646,2014-12-26,1,261053,8.0,False
38144647,2014-12-26,1,261700,4.0,True
38144648,2014-12-26,1,262358,3.0,False
38144649,2014-12-26,1,262991,29.0,False
38144650,2014-12-26,1,263583,3.0,False
38144651,2014-12-26,1,264452,2.0,False
