id,date,store_nbr,item_nbr,unit_sales,onpromotion
38069001,2014-12-24,1,103520,3.0,False
38069002,2014-12-24,1,103665,6.0,False
38069003,2014-12-24,1,105574,1.0,False
38069004,2014-12-24,1,105575,14.0,False
38069005,2014-12-24,1,105857,1.0,False
38069006,2014-12-24,1,106716,1.0,False
38069007,2014-12-24,1,108079,2.0,False
38069008,2014-12-24,1,108634,1.0,False
38069009,2014-12-24,1,108701,1.0,False
38069010,2014-12-24,1,108786,3.0,False
38069011,2014-12-24,1,108797,4.0,False
38069012,2014-12-24,1,108831,7.7989999999999995,False
38069013,2014-12-24,1,108952,3.0,False
38069014,2014-12-24,1,111223,4.0,False
38069015,2014-12-24,1,114790,4.0,False
38069016,2014-12-24,1,115267,1.0,False
38069017,2014-12-24,1,115611,10.0,False
38069018,2014-12-24,1,115720,3.0,False
38069019,2014-12-24,1,115891,2.0,False
38069020,2014-12-24,1,115892,1.0,False
38069021,2014-12-24,1,115893,2.0,False
38069022,2014-12-24,1,115894,3.0,False
38069023,2014-12-24,1,116017,3.0,False
38069024,2014-12-24,1,116311,2.0,False
38069025,2014-12-24,1,119023,1.0,False
38069026,2014-12-24,1,119024,3.0,False
38069027,2014-12-24,1,119026,3.0,False
38069028,2014-12-24,1,119141,4.0,False
38069029,2014-12-24,1,119191,1.0,False
38069030,2014-12-24,1,119624,34.0,False
38069031,2014-12-24,1,122095,3.0,False
38069032,2014-12-24,1,122419,1.0,False
38069033,2014-12-24,1,122425,3.0,False
38069034,2014-12-24,1,123601,1.0,False
38069035,2014-12-24,1,125430,3.0,False
38069036,2014-12-24,1,127534,6.0,False
38069037,2014-12-24,1,127547,5.0,False
38069038,2014-12-24,1,129296,1.0,False
38069039,2014-12-24,1,129297,2.0,False
38069040,2014-12-24,1,129635,20.0,False
38069041,2014-12-24,1,129758,4.0,False
38069042,2014-12-24,1,153078,1.0,False
38069043,2014-12-24,1,153267,22.0,False
38069044,2014-12-24,1,153395,2.0,False
38069045,2014-12-24,1,153398,1.0,False
38069046,2014-12-24,1,155601,3.0,False
38069047,2014-12-24,1,155610,2.0,True
38069048,2014-12-24,1,155621,1.0,False
38069049,2014-12-24,1,155625,5.0,False
38069050,2014-12-24,1,158680,2.0,False
38069051,2014-12-24,1,158788,1.0,False
38069052,2014-12-24,1,158789,4.0,False
38069053,2014-12-24,1,158875,1.0,False
38069054,2014-12-24,1,158956,4.0,False
38069055,2014-12-24,1,159156,29.934,False
38069056,2014-12-24,1,159242,1.0,False
38069057,2014-12-24,1,162066,2.0,False
38069058,2014-12-24,1,164036,5.0,False
38069059,2014-12-24,1,164037,5.0,False
38069060,2014-12-24,1,164088,2.0,False
38069061,2014-12-24,1,165550,5.0,False
38069062,2014-12-24,1,165551,1.0,False
38069063,2014-12-24,1,165553,3.0,False
38069064,2014-12-24,1,165594,9.0,False
38069065,2014-12-24,1,165693,6.0,False
38069066,2014-12-24,1,165704,11.0,True
38069067,2014-12-24,1,165718,1.0,False
38069068,2014-12-24,1,165727,3.0,False
38069069,2014-12-24,1,165988,4.0,False
38069070,2014-12-24,1,167437,5.0,False
38069071,2014-12-24,1,168927,5.0,False
38069072,2014-12-24,1,168930,5.0,False
38069073,2014-12-24,1,168989,53.0,False
38069074,2014-12-24,1,169101,1.0,False
38069075,2014-12-24,1,170791,4.0,False
38069076,2014-12-24,1,171890,2.0,False
38069077,2014-12-24,1,173111,1.0,False
38069078,2014-12-24,1,177395,3.0,False
38069079,2014-12-24,1,179274,7.0,False
38069080,2014-12-24,1,179564,1.0,False
38069081,2014-12-24,1,179600,4.0,False
38069082,2014-12-24,1,179615,8.0,False
38069083,2014-12-24,1,205387,4.0,False
38069084,2014-12-24,1,205557,1.0,False
38069085,2014-12-24,1,207857,1.0,False
38069086,2014-12-24,1,208384,14.0,False
38069087,2014-12-24,1,208386,3.0,False
38069088,2014-12-24,1,208426,2.0,False
38069089,2014-12-24,1,208514,2.0,False
38069090,2014-12-24,1,208530,17.49,False
38069091,2014-12-24,1,208539,8.171,False
38069092,2014-12-24,1,208659,2.0,False
38069093,2014-12-24,1,208699,1.0,False
38069094,2014-12-24,1,210798,1.0,False
38069095,2014-12-24,1,211203,5.0,False
38069096,2014-12-24,1,211205,2.0,True
38069097,2014-12-24,1,211999,8.0,False
38069098,2014-12-24,1,212550,3.0,False
38069099,2014-12-24,1,213066,5.0,False
38069100,2014-12-24,1,213652,6.0,False
38069101,2014-12-24,1,213653,1.0,False
38069102,2014-12-24,1,214859,3.0,False
38069103,2014-12-24,1,214862,3.0,False
38069104,2014-12-24,1,215303,1.0,False
38069105,2014-12-24,1,215304,1.0,False
38069106,2014-12-24,1,215331,5.0,False
38069107,2014-12-24,1,215332,3.0,False
38069108,2014-12-24,1,215352,5.0,False
38069109,2014-12-24,1,215356,4.0,False
38069110,2014-12-24,1,215468,1.0,False
38069111,2014-12-24,1,215896,4.0,False
38069112,2014-12-24,1,217827,2.0,False
38069113,2014-12-24,1,218726,3.0,False
38069114,2014-12-24,1,219147,10.0,False
38069115,2014-12-24,1,219150,83.0,False
38069116,2014-12-24,1,219152,11.0,False
38069117,2014-12-24,1,220435,18.0,False
38069118,2014-12-24,1,221506,2.0,False
38069119,2014-12-24,1,222879,13.0,False
38069120,2014-12-24,1,222975,1.0,False
38069121,2014-12-24,1,223068,4.0,False
38069122,2014-12-24,1,223434,1.0,False
38069123,2014-12-24,1,223463,4.0,False
38069124,2014-12-24,1,224081,3.0,False
38069125,2014-12-24,1,226126,5.0,False
38069126,2014-12-24,1,227111,5.0,False
38069127,2014-12-24,1,229368,13.0,False
38069128,2014-12-24,1,246052,2.0,False
38069129,2014-12-24,1,252698,6.518,False
38069130,2014-12-24,1,252970,2.0,False
38069131,2014-12-24,1,252972,2.0,False
38069132,2014-12-24,1,257847,4.0,False
38069133,2014-12-24,1,257848,6.0,False
38069134,2014-12-24,1,258268,4.0,False
38069135,2014-12-24,1,258376,3.0,False
38069136,2014-12-24,1,258395,2.0,False
38069137,2014-12-24,1,258396,10.0,False
38069138,2014-12-24,1,258411,5.0,False
38069139,2014-12-24,1,258537,1.0,False
38069140,2014-12-24,1,260669,1.0,False
38069141,2014-12-24,1,260893,3.0,False
38069142,2014-12-24,1,261052,24.0,False
38069143,2014-12-24,1,261053,3.0,False
38069144,2014-12-24,1,261700,3.0,False
38069145,2014-12-24,1,262358,1.0,False
38069146,2014-12-24,1,262991,2.0,False
38069147,2014-12-24,1,264452,4.0,False
38069148,2014-12-24,1,264576,3.0,False
38069149,2014-12-24,1,264752,2.0,False
38069150,2014-12-24,1,264753,2.0,False
38069151,2014-12-24,1,265237,12.0,False
38069152,2014-12-24,1,265254,7.0,False
38069153,2014-12-24,1,265258,3.0,False
38069154,2014-12-24,1,265279,1.0,False
38069155,2014-12-24,1,265559,15.0,False
38069156,2014-12-24,1,268440,3.0,False
38069157,2014-12-24,1,268443,14.0,False
38069158,2014-12-24,1,268623,11.0,False
38069159,2014-12-24,1,268662,59.0,False
38069160,2014-12-24,1,268664,5.0,False
38069161,2014-12-24,1,268676,3.0,False
38069162,2014-12-24,1,268834,8.0,False
38069163,2014-12-24,1,269029,11.0,False
38069164,2014-12-24,1,269036,22.0,False
38069165,2014-12-24,1,269084,2.0,False
38069166,2014-12-24,1,271479,6.0,False
38069167,2014-12-24,1,273528,26.0,False
38069168,2014-12-24,1,275823,4.0,False
38069169,2014-12-24,1,278806,2.0,False
38069170,2014-12-24,1,279137,1.0,False
38069171,2014-12-24,1,279157,4.0,False
38069172,2014-12-24,1,279494,1.0,False
38069173,2014-12-24,1,302952,4.0,False
38069174,2014-12-24,1,302997,2.0,False
38069175,2014-12-24,1,302998,7.0,False
38069176,2014-12-24,1,305079,3.0,False
38069177,2014-12-24,1,305080,15.0,False
38069178,2014-12-24,1,305229,23.0,False
38069179,2014-12-24,1,305341,38.0,False
38069180,2014-12-24,1,305344,12.0,False
38069181,2014-12-24,1,305345,7.0,False
38069182,2014-12-24,1,308726,5.0,False
38069183,2014-12-24,1,308766,2.0,False
38069184,2014-12-24,1,308916,8.0,False
38069185,2014-12-24,1,308924,5.0,False
38069186,2014-12-24,1,310644,9.0,False
38069187,2014-12-24,1,310647,4.0,False
38069188,2014-12-24,1,311954,5.0,False
38069189,2014-12-24,1,311994,29.26,False
38069190,2014-12-24,1,312113,4.0,False
38069191,2014-12-24,1,312317,1.0,False
38069192,2014-12-24,1,312324,1.0,False
38069193,2014-12-24,1,314384,20.0,False
38069194,2014-12-24,1,314879,7.0,False
38069195,2014-12-24,1,314880,5.0,False
38069196,2014-12-24,1,315176,9.0,False
38069197,2014-12-24,1,315180,1.0,False
38069198,2014-12-24,1,315220,5.0,False
38069199,2014-12-24,1,315221,11.0,False
38069200,2014-12-24,1,315279,2.0,False
38069201,2014-12-24,1,315320,2.0,False
38069202,2014-12-24,1,315322,3.0,False
38069203,2014-12-24,1,315460,5.0,False
38069204,2014-12-24,1,315463,25.0,False
38069205,2014-12-24,1,315474,9.0,False
38069206,2014-12-24,1,315713,1.0,False
38069207,2014-12-24,1,315753,1.0,False
38069208,2014-12-24,1,319094,3.0,False
38069209,2014-12-24,1,319095,5.0,False
38069210,2014-12-24,1,320682,20.0,False
38069211,2014-12-24,1,321798,1.0,False
38069212,2014-12-24,1,322094,5.0,False
38069213,2014-12-24,1,323013,6.0,False
38069214,2014-12-24,1,323921,4.0,False
38069215,2014-12-24,1,326951,9.0,False
38069216,2014-12-24,1,329070,3.0,False
38069217,2014-12-24,1,329071,2.0,False
38069218,2014-12-24,1,329361,1.0,False
38069219,2014-12-24,1,329362,1.0,False
38069220,2014-12-24,1,329397,6.0,False
38069221,2014-12-24,1,346065,33.0,False
38069222,2014-12-24,1,346066,5.0,False
38069223,2014-12-24,1,352513,2.0,False
38069224,2014-12-24,1,355090,9.0,False
38069225,2014-12-24,1,355091,29.0,False
38069226,2014-12-24,1,357963,4.0,False
38069227,2014-12-24,1,358100,8.0,False
38069228,2014-12-24,1,358231,4.0,False
38069229,2014-12-24,1,358232,1.0,False
38069230,2014-12-24,1,358264,3.0,False
38069231,2014-12-24,1,358272,6.0,False
38069232,2014-12-24,1,358515,2.0,False
38069233,2014-12-24,1,358519,1.0,False
38069234,2014-12-24,1,358561,2.0,False
38069235,2014-12-24,1,358564,2.0,False
38069236,2014-12-24,1,359913,3.0,False
38069237,2014-12-24,1,360313,2.0,False
38069238,2014-12-24,1,360314,4.0,True
38069239,2014-12-24,1,360703,2.0,False
38069240,2014-12-24,1,360704,2.0,False
38069241,2014-12-24,1,361502,19.0,False
38069242,2014-12-24,1,362035,1.0,False
38069243,2014-12-24,1,363868,1.0,False
38069244,2014-12-24,1,363895,3.0,False
38069245,2014-12-24,1,364606,39.0,False
38069246,2014-12-24,1,364724,4.0,False
38069247,2014-12-24,1,364738,8.0,False
38069248,2014-12-24,1,364829,1.0,False
38069249,2014-12-24,1,364832,2.0,False
38069250,2014-12-24,1,364865,30.0,False
38069251,2014-12-24,1,365138,17.0,False
38069252,2014-12-24,1,365139,10.0,False
38069253,2014-12-24,1,365140,3.0,False
38069254,2014-12-24,1,368136,1.0,False
38069255,2014-12-24,1,368213,11.0,False
38069256,2014-12-24,1,368260,8.0,False
38069257,2014-12-24,1,368419,1.0,False
38069258,2014-12-24,1,368424,2.0,False
38069259,2014-12-24,1,368624,10.0,False
38069260,2014-12-24,1,368628,2.0,False
38069261,2014-12-24,1,369432,19.0,False
38069262,2014-12-24,1,370042,19.0,False
38069263,2014-12-24,1,371130,2.0,False
38069264,2014-12-24,1,371218,1.0,False
38069265,2014-12-24,1,371434,1.0,False
38069266,2014-12-24,1,371438,3.0,False
38069267,2014-12-24,1,372369,1.0,False
38069268,2014-12-24,1,372480,4.0,False
38069269,2014-12-24,1,372924,15.0,False
38069270,2014-12-24,1,376427,10.0,False
38069271,2014-12-24,1,377978,16.0,False
38069272,2014-12-24,1,378330,2.0,False
38069273,2014-12-24,1,378332,2.0,False
38069274,2014-12-24,1,378685,59.0,False
38069275,2014-12-24,1,401817,11.0,False
38069276,2014-12-24,1,402136,4.0,False
38069277,2014-12-24,1,402174,2.0,False
38069278,2014-12-24,1,402175,7.0,False
38069279,2014-12-24,1,404442,3.0,False
38069280,2014-12-24,1,405304,1.0,False
38069281,2014-12-24,1,406965,10.0,False
38069282,2014-12-24,1,407499,10.0,False
38069283,2014-12-24,1,407533,1.0,False
38069284,2014-12-24,1,407608,1.0,False
38069285,2014-12-24,1,407769,11.0,False
38069286,2014-12-24,1,409738,2.0,False
38069287,2014-12-24,1,409739,2.0,False
38069288,2014-12-24,1,410866,6.0,False
38069289,2014-12-24,1,411555,1.0,False
38069290,2014-12-24,1,413987,6.0,False
38069291,2014-12-24,1,414305,2.0,False
38069292,2014-12-24,1,414353,11.0,False
38069293,2014-12-24,1,414354,7.0,False
38069294,2014-12-24,1,414421,1.0,False
38069295,2014-12-24,1,414426,2.0,False
38069296,2014-12-24,1,414454,4.0,False
38069297,2014-12-24,1,414455,5.0,False
38069298,2014-12-24,1,414478,1.0,False
38069299,2014-12-24,1,414620,7.0,False
38069300,2014-12-24,1,414621,3.0,False
38069301,2014-12-24,1,414623,8.0,False
38069302,2014-12-24,1,414750,4.0,False
38069303,2014-12-24,1,414752,6.0,False
38069304,2014-12-24,1,417765,10.0,False
38069305,2014-12-24,1,417835,45.0,False
38069306,2014-12-24,1,418024,1.0,False
38069307,2014-12-24,1,418025,1.0,False
38069308,2014-12-24,1,418026,3.0,False
38069309,2014-12-24,1,418235,13.0,False
38069310,2014-12-24,1,418238,13.0,False
38069311,2014-12-24,1,419729,2.0,False
38069312,2014-12-24,1,420720,3.0,False
38069313,2014-12-24,1,422452,1.0,False
38069314,2014-12-24,1,426155,19.0,False
38069315,2014-12-24,1,428054,1.0,False
38069316,2014-12-24,1,428394,2.0,False
38069317,2014-12-24,1,452022,1.0,False
38069318,2014-12-24,1,452212,4.0,False
38069319,2014-12-24,1,454326,1.0,False
38069320,2014-12-24,1,454426,2.0,False
38069321,2014-12-24,1,454589,12.0,False
38069322,2014-12-24,1,454593,16.0,False
38069323,2014-12-24,1,454596,7.0,False
38069324,2014-12-24,1,456875,3.0,False
38069325,2014-12-24,1,457424,11.0,False
38069326,2014-12-24,1,457556,2.0,False
